stage,epoch,epochs,step,iters,global_step,loss,logits_loss,aux_loss,lr,source_log
sft,1,2,11450,56608,11450,1.6324,1.6324,0.0,9.77e-06,experiments/logs/full_sft_mini.log
sft,1,2,11500,56608,11500,1.5176,1.5176,0.0,9.77e-06,experiments/logs/full_sft_mini.log
sft,1,2,11550,56608,11550,1.5518,1.5518,0.0,9.77e-06,experiments/logs/full_sft_mini.log
sft,1,2,11600,56608,11600,1.7598,1.7598,0.0,9.77e-06,experiments/logs/full_sft_mini.log
sft,1,2,11650,56608,11650,1.8032,1.8032,0.0,9.77e-06,experiments/logs/full_sft_mini.log
sft,1,2,11700,56608,11700,1.829,1.829,0.0,9.76e-06,experiments/logs/full_sft_mini.log
sft,1,2,11750,56608,11750,1.6579,1.6579,0.0,9.76e-06,experiments/logs/full_sft_mini.log
sft,1,2,11800,56608,11800,1.9968,1.9968,0.0,9.76e-06,experiments/logs/full_sft_mini.log
sft,1,2,11850,56608,11850,1.3925,1.3925,0.0,9.76e-06,experiments/logs/full_sft_mini.log
sft,1,2,11900,56608,11900,1.6818,1.6818,0.0,9.76e-06,experiments/logs/full_sft_mini.log
sft,1,2,11950,56608,11950,1.7534,1.7534,0.0,9.75e-06,experiments/logs/full_sft_mini.log
sft,1,2,12000,56608,12000,1.7636,1.7636,0.0,9.75e-06,experiments/logs/full_sft_mini.log
sft,1,2,12050,56608,12050,1.5184,1.5184,0.0,9.75e-06,experiments/logs/full_sft_mini.log
sft,1,2,12100,56608,12100,1.794,1.794,0.0,9.75e-06,experiments/logs/full_sft_mini.log
sft,1,2,12150,56608,12150,1.6677,1.6677,0.0,9.75e-06,experiments/logs/full_sft_mini.log
sft,1,2,12200,56608,12200,2.0064,2.0064,0.0,9.74e-06,experiments/logs/full_sft_mini.log
sft,1,2,12250,56608,12250,1.5273,1.5273,0.0,9.74e-06,experiments/logs/full_sft_mini.log
sft,1,2,12300,56608,12300,1.6861,1.6861,0.0,9.74e-06,experiments/logs/full_sft_mini.log
sft,1,2,12350,56608,12350,1.3966,1.3966,0.0,9.74e-06,experiments/logs/full_sft_mini.log
sft,1,2,12400,56608,12400,1.8821,1.8821,0.0,9.74e-06,experiments/logs/full_sft_mini.log
sft,1,2,12450,56608,12450,1.6886,1.6886,0.0,9.73e-06,experiments/logs/full_sft_mini.log
sft,1,2,12500,56608,12500,1.8524,1.8524,0.0,9.73e-06,experiments/logs/full_sft_mini.log
sft,1,2,12550,56608,12550,1.7049,1.7049,0.0,9.73e-06,experiments/logs/full_sft_mini.log
sft,1,2,12600,56608,12600,1.4914,1.4914,0.0,9.73e-06,experiments/logs/full_sft_mini.log
sft,1,2,12650,56608,12650,1.7576,1.7576,0.0,9.73e-06,experiments/logs/full_sft_mini.log
sft,1,2,12700,56608,12700,2.1547,2.1547,0.0,9.72e-06,experiments/logs/full_sft_mini.log
sft,1,2,12750,56608,12750,1.7147,1.7147,0.0,9.72e-06,experiments/logs/full_sft_mini.log
sft,1,2,12800,56608,12800,1.3422,1.3422,0.0,9.72e-06,experiments/logs/full_sft_mini.log
sft,1,2,12850,56608,12850,2.4061,2.4061,0.0,9.72e-06,experiments/logs/full_sft_mini.log
